TexteA,TextB,TextAPT,TextBPT,TFIDF,Score Keywords,Score entities,RESULT
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.'",gary farmers claim received nra absolute lie ,since newtown people died end gun lost afghanistan ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Florida has 'more concealed weapons permits than any other state.',gary farmers claim received nra absolute lie ,florida concealed weapons permits state ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,democrats chafee wants tax equipment enables amputee veterans drive ,democrats chafee wants tax equipment enables amputee veterans drive ,1.0,1.0,1.0000000000000002,E
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says income tax rates under Eisenhower were as high as 90 percent.,democrats chafee wants tax equipment enables amputee veterans drive ,income tax rates eisenhower high ninety percent ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.'",democrats chafee wants tax equipment enables amputee veterans drive ,due tax cuts lower property values two thousand nine property taxes almost 3 billion two thousand seven property taxes ,0.03,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'98 percent of American families' make 'under $250,000 a year.'",democrats chafee wants tax equipment enables amputee veterans drive ,98 percent american families make 250000 year ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says Donald Trump’s proposed tax treatment of hedge fund managers 'makes the current loophole even worse.',democrats chafee wants tax equipment enables amputee veterans drive ,donald trumps proposed tax treatment hedge fund managers makes current loophole even worse ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Tennessee’s grocery tax is one of the highest in the nation.',democrats chafee wants tax equipment enables amputee veterans drive ,tennessees grocery tax one highest nation ,0.07,1.0,0.20199309249791836,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says he's signed a pledge not to raise taxes four times.,democrats chafee wants tax equipment enables amputee veterans drive ,hes signed pledge raise taxes four times ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Americans spend '6.1 billion hours a year' on tax preparation.,democrats chafee wants tax equipment enables amputee veterans drive ,americans spend 61 billion hours year tax preparation ,0.06,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Our tax code has nearly doubled since 1985.',democrats chafee wants tax equipment enables amputee veterans drive ,tax code nearly doubled since 1985 ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Says Mitt Romney is proposing a 'tax cut that gives an average of $250,000 to every millionaire in this country.'",democrats chafee wants tax equipment enables amputee veterans drive ,mitt romney proposing tax cut gives average 250000 every millionaire country ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.'",democrats chafee wants tax equipment enables amputee veterans drive ,also support bush tax cuts sen mccain voted originally believes made permanent im glad agrees made permanent ,0.04,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.'",democrats chafee wants tax equipment enables amputee veterans drive ,fact new jersey donor state get sixtyone cents back every dollar send washington interestingly kentucky gets 151 every dollar send washington ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Pat Toomey advocated for eliminating all corporate taxes.',democrats chafee wants tax equipment enables amputee veterans drive ,pat toomey advocated eliminating corporate taxes ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"When oil and gas prices sent state revenues up, Palin sent 'a large share of that revenue directly back to the people of Alaska.'",democrats chafee wants tax equipment enables amputee veterans drive ,oil gas prices sent state revenues palin sent large share revenue directly back people alaska ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Florida is now the only state in the nation to tax commercial leases.',democrats chafee wants tax equipment enables amputee veterans drive ,florida state nation tax commercial leases ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'You know what Amazon paid in federal income taxes last year? Zero.',democrats chafee wants tax equipment enables amputee veterans drive ,know amazon paid federal income taxes last year zero ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Tax rates were significantly higher 'in the '40s, the '50s, and the '60s.'",democrats chafee wants tax equipment enables amputee veterans drive ,tax rates significantly higher 40s 50s 60s ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Grateful insurance company executives and their lobbyists' from Bermuda gave McCain $50,000.",democrats chafee wants tax equipment enables amputee veterans drive ,grateful insurance company executives lobbyists bermuda gave mccain 50000 ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'There was no surge in 501(c)(4) applications in 2010.',democrats chafee wants tax equipment enables amputee veterans drive ,surge 501c4 applications 2010 ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Over the last eight years, we’ve shown that even though we’ve cut taxes by $8 billion, revenues continue to grow.'",democrats chafee wants tax equipment enables amputee veterans drive ,last eight years weve shown even though weve cut taxes 8 billion revenues continue grow ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.,democrats chafee wants tax equipment enables amputee veterans drive ,americans spend 61 billion hours year complying tax law costs us 163 billion comply tax laws annually ,0.08,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says Warren Buffett has publicly said his secretary 'should not be paying a higher tax rate' than him.,democrats chafee wants tax equipment enables amputee veterans drive ,warren buffett publicly secretary paying higher tax rate ,0.06,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,The new tax will make soda sold in Chicago among the most expensive in the country.,democrats chafee wants tax equipment enables amputee veterans drive ,new tax make soda sold chicago among expensive country ,0.06,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,New York has 'among the highest tax burdens of any state in the nation',democrats chafee wants tax equipment enables amputee veterans drive ,new york among highest tax burdens state nation ,0.06,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"The 'mega-rich' pay about 15 percent in taxes, while the middle class 'fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot.'",democrats chafee wants tax equipment enables amputee veterans drive ,megarich pay fifteen percent taxes middle class fall fifteen percent twentyfive percent income tax brackets hit heavy payroll taxes boot ,0.03,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.'",democrats chafee wants tax equipment enables amputee veterans drive ,taxpayers earning 1 million pay effective tax rate four times taxpayers earning 100000 pay ,0.04,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'A middle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.'",democrats chafee wants tax equipment enables amputee veterans drive ,middleclass family donates 1 charity get fifteen cents income tax bill gates donates 1 charity takes thirtyfive cents income tax ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Senator McCain voted against the Bush tax cuts. Now he's for them.',democrats chafee wants tax equipment enables amputee veterans drive ,senator mccain voted bush tax cuts hes ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'There's no real evidence in the last 20 years that' growth from tax cuts has made up lost revenue.,democrats chafee wants tax equipment enables amputee veterans drive ,theres real evidence last twenty years growth tax cuts made lost revenue ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.',democrats chafee wants tax equipment enables amputee veterans drive ,property taxes went largely technical college portion went 355 money put state ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'What happens is people like Warren Buffett — and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.',democrats chafee wants tax equipment enables amputee veterans drive ,happens people like warren buffett himselfpay fifteen percent millions dollars earn wealth income secretary paying higher rate work income right ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says Multnomah County libraries 'are open 44 hours per week … the lowest of any library in the four-county region.',democrats chafee wants tax equipment enables amputee veterans drive ,multnomah county libraries open fortyfour hours per week lowest library fourcounty region ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'The top 1 percent of income earners pay 40 percent of all state income taxes, and those at the bottom pay little or nothing.'",democrats chafee wants tax equipment enables amputee veterans drive ,top one percent income earners pay forty percent state income taxes bottom pay little nothing ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says GOP recall challenger Kim Simac 'was delinquent paying her property taxes eight of the last nine years.',democrats chafee wants tax equipment enables amputee veterans drive ,gop recall challenger kim simac delinquent paying property taxes eight last nine years ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'There are more words in the IRS code than there are in the Bible.',democrats chafee wants tax equipment enables amputee veterans drive ,words irs code bible ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says '51 percent of federal tax filers paid zero federal income tax.',democrats chafee wants tax equipment enables amputee veterans drive ,51 percent federal tax filers paid zero federal income tax ,0.1,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'98 percent of small businesses make less than $250,000' and would not see a tax increase under Barack Obama's plan.",democrats chafee wants tax equipment enables amputee veterans drive ,98 percent small businesses make less 250000 would see tax increase barack obamas plan ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Tom Suozzi raised taxes 'by hundreds of millions of dollars' as Nassau County executive.,democrats chafee wants tax equipment enables amputee veterans drive ,tom suozzi raised taxes hundreds millions dollars nassau county executive ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"New Jersey has 'the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.'",democrats chafee wants tax equipment enables amputee veterans drive ,new jersey highest property taxes nation little highest property taxes nation double national average ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"The U.S. 'tax rate on successful small businesses is 44.6 percent,' while the business tax rate in Canada is 15 percent.",democrats chafee wants tax equipment enables amputee veterans drive ,us tax rate successful small businesses 446 percent business tax rate canada fifteen percent ,0.08,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.,democrats chafee wants tax equipment enables amputee veterans drive ,top twenty percent income earners pay nearly seventy percent federal taxes ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says 'the typical homeowner will pay $4 more per month' if library district passes.,democrats chafee wants tax equipment enables amputee veterans drive ,typical homeowner pay 4 per month library district passes ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'America's wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of total income taxes.',democrats chafee wants tax equipment enables amputee veterans drive ,americas wealthiest twentyfive percent pay eightysix percent total income taxes wealthiest five percent pay sixty percent total income taxes ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Under Donald Trump's tax plan, '51 percent of single parents would see their taxes go up.'",democrats chafee wants tax equipment enables amputee veterans drive ,donald trumps tax plan 51 percent single parents would see taxes go ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Says Ohio is one of just 17 states with an estate tax, and it has 'the lowest threshold in the nation.'",democrats chafee wants tax equipment enables amputee veterans drive ,ohio one seventeen states estate tax lowest threshold nation ,0.06,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.'",democrats chafee wants tax equipment enables amputee veterans drive ,alternative minimum taxwas created congress one thousand nine hundred sixtynine affect one hundred fiftyfive wealthy americans never indexed inflation original one hundred fiftyfive taxpayers increased affect 35million 2006 ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.',democrats chafee wants tax equipment enables amputee veterans drive ,ronald reagan raised taxes billion dollars first year governor california ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.'",democrats chafee wants tax equipment enables amputee veterans drive ,literally hundreds new tax preferences loopholes added code since 1986 last time ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.'",democrats chafee wants tax equipment enables amputee veterans drive ,fiftyone percent majority american households paid income tax 2009 zero zip nada ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.'",democrats chafee wants tax equipment enables amputee veterans drive ,buono voted one hundred fiftyfour times raise taxes like sales tax income tax health care taxes even small business taxes ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Forty-seven percent of Americans pay no income tax.',democrats chafee wants tax equipment enables amputee veterans drive ,fortyseven percent americans pay income tax ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.',democrats chafee wants tax equipment enables amputee veterans drive ,tax soda juice drinks would disproportionately increase taxes lowincome families philadelphia ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,There is 'a situation in this country where you're nearing 50 percent of people who don't even pay income taxes.',democrats chafee wants tax equipment enables amputee veterans drive ,situation country youre nearing fifty percent people dont even pay income taxes ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Michael Thurmond 'authored major legislation that has provided more than $250 million in tax relief to Georgia’s senior citizens and working families.',democrats chafee wants tax equipment enables amputee veterans drive ,michael thurmond authored major legislation provided 250 million tax relief georgias senior citizens working families ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says Donald Trump’s tax plan gives the wealthy and corporations 'more than the Bush tax cuts by at least a factor of two.',democrats chafee wants tax equipment enables amputee veterans drive ,donald trumps tax plan gives wealthy corporations bush tax cuts least factor two ,0.1,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Obama's tax plan cuts taxes 'for 95 percent of all working families.',democrats chafee wants tax equipment enables amputee veterans drive ,obamas tax plan cuts taxes ninetyfive percent working families ,0.06,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Under the compromise tax agreement, '99.7% of American families will not pay 1 nickel in an estate tax.'",democrats chafee wants tax equipment enables amputee veterans drive ,compromise tax agreement 997 american families pay one nickel estate tax ,0.1,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.',democrats chafee wants tax equipment enables amputee veterans drive ,five percent americans pay half income taxes country forty percent americans pay income taxes ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.',democrats chafee wants tax equipment enables amputee veterans drive ,sen mccain mistake vote bush tax cuts tax cuts need made permanent ,0.09,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'A far different picture from the prior eight years, which saw 115 increases in taxes and fees.'",democrats chafee wants tax equipment enables amputee veterans drive ,far different picture prior eight years saw one hundred fifteen increases taxes fees ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",democrats chafee wants tax equipment enables amputee veterans drive ,tax plan seniors making less 50000 per year wont pay income taxes ,0.05,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Feminine hygiene products are subject to sales tax in most states.,democrats chafee wants tax equipment enables amputee veterans drive ,feminine hygiene products subject sales tax states ,0.07,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'I have never once raised the county tax levy -- not for seven straight years.',democrats chafee wants tax equipment enables amputee veterans drive ,never raised county tax levy seven straight years ,0.06,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says the Multnomah County Library system 'is the second busiest in the nation.',democrats chafee wants tax equipment enables amputee veterans drive ,multnomah county library system second busiest nation ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'The Alternative Minimum Tax was never intended to hit people in middle income, upper middle income. It was meant for people who are rich and evading taxes.'",democrats chafee wants tax equipment enables amputee veterans drive ,alternative minimum tax never intended hit people middle income upper middle income meant people rich evading taxes ,0.04,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,John McCain wants to 'give oil companies another $4-billion' in tax breaks.,democrats chafee wants tax equipment enables amputee veterans drive ,john mccain wants give oil companies another 4billion tax breaks ,0.12,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says 'half the Americans don't pay any income taxes.',democrats chafee wants tax equipment enables amputee veterans drive ,half americans dont pay income taxes ,0.0,1.0,0.0,ST
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Some politicians … want to put new taxes on a lot of groceries.',democrats chafee wants tax equipment enables amputee veterans drive ,politicians want put new taxes lot groceries ,0.0,1.0,0.0,ST
"Will Hurd 'tends to have a 96 percent straight Republican, straight party voting record.'","Will Hurd 'tends to have a 96 percent straight Republican, straight party voting record.'",hurd tends ninetysix percent straight republican straight party voting record ,hurd tends ninetysix percent straight republican straight party voting record ,1.0,1.0000000000000002,1.0000000000000002,E
"Will Hurd 'tends to have a 96 percent straight Republican, straight party voting record.'",Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he 'votes about 66 percent with his own party.',hurd tends ninetysix percent straight republican straight party voting record ,massachusetts sen scott brown shows someone bipartisan congress votes sixtysix percent party ,0.09,0.33609692727625756,0.0,N
