textA,textB,keywordsA,keywordsB,authorA,authorb,named_entitiesA,named_entitiesB 
Says most of Perry's chiefs of staff have been lobbyists.,'[The state ethics commission] took absolutely the same percent of cuts as most other state agencies. … They were somewhere in the 7 percent range – same as the governor’s office.',Ethics,Ethics,Bill White,Nathan Deal,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Brian Robinson,Nathan Deal,Patrick Millsaps,commission members"
Says most of Perry's chiefs of staff have been lobbyists.,"'(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.'",Ethics,Ethics,Bill White,Bill Clinton,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","AT&T; Corp,Barack Obama,Bill Clinton,Center for Responsive Politics,Hillary Clinton,Lockheed Martin,PACs,PolitiFact,Walt Disney Productions,leadership PAC,mtvU,political action committee,political action committees,the ring"
Says most of Perry's chiefs of staff have been lobbyists.,'Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies.',Ethics,Ethics,Bill White,Hillary Clinton,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Barack Obama,Democrat,He is. We,Hillary Clinton,New Hampshire,New Hampshire secretary of state,Pfizer,Pharmaceutical Research and Manufacturers of America,Robert Gibbs,University of Miami,White House,college football,lobbyist"
Says most of Perry's chiefs of staff have been lobbyists.,'I get the most money from active duty officers and military personnel.',Ethics,Ethics,Bill White,Ron Paul,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Barack Obama,Center for Responsive Politics,Federal Election Commission,Iraq,John McCain,Republican,Ritsch,Ron Paul,Vietnam War"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","State Budget,State Finances,Transportation","State Budget,State Finances,Transportation",Mary Nolan,Mary Nolan,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Spending of government money is 17 percent less than it was a decade ago.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Nathan Deal,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Nathan Deal,Sonny Perdue,Twitter"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'I ended up my time as governor with a general fund budget that was smaller than the one I started with.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Tim Kaine,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Democrat,Republican,Tim Kaine,U.S. senate,sales tax"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says Georgia ranks 'near the bottom in per capita transportation spending.',"State Budget,State Finances,Transportation","State Budget,Transportation",Mary Nolan,Stacey Abrams,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Atlanta,Atlanta Regional Commission,Brookings Institution,Democrat,Federal Highway Administration,Georgia,Georgia Public Policy Foundation,National Conference of State Legislatures,Pennsylvania,PolitiFact,Rhode Island,South Carolina,Stacey Abrams,Tax Policy Center,U.S. Census Bureau,Urban Institute,Washington, D.C,transportation. Georgia"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","Since taking office in January 2011, 'the ‘rainy day’ fund has increased by 226 percent.'","State Budget,State Finances,Transportation",State Budget,Mary Nolan,Nathan Deal,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Carolyn Bourdeaux,Center on Budget and Policy Priorities,Georgia Budget & Policy Institute,Georgia Senate,Georgia State University,Great Recession,Nathan Deal,Nathan Deal's,Twitter"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says state Senate recall challenger Sandy Pasch voted 'to cut school aid by nearly $300 million.',"State Budget,State Finances,Transportation","Education,State Budget,State Finances",Mary Nolan,Club for Growth,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Alberta Darling,Baraboo,Club for Growth,Dan Kapanke,Democrat,Fred Clark,Jennifer Shilling,Jim Doyle,La Crosse Tribune,Luther Olsen,Milwaukee Journal Sentinel,Sandy Pasch"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.","State Budget,State Finances,Transportation",State Finances,Mary Nolan,Mary Margaret Oliver,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","DeKalb County,Howard Mosby,Mary Margaret Oliver,PolitiFact,full House"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says the state budget includes spending on commercials for Fortune 500 companies.,"State Budget,State Finances,Transportation",State Budget,Mary Nolan,David Simpson,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","AT&T,Action Figure,David Simpson,Friday Night Lights,General Electric,House-Senate conference,Longview News-Journal,NBC,Nashed,Radical Media,Rick Perry,Texas Film Commission,Walmart"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,"State Budget,State Finances,Transportation","State Budget,State Finances",Mary Nolan,Barbara Buono,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Barbara Buono,Ben Sparks,Chris Christie,Jon Corzine,NJ.com,National Bureau of Economic Research,New Jersey,New Jersey Senate"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says Scott Walker enacted 'the biggest cuts to education in our state’s history.',"State Budget,State Finances,Transportation","Education,State Budget,State Finances",Mary Nolan,Kathleen Falk,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Dane County,Jennifer Shilling,Jim Doyle,Kathleen Falk,Loppnow,Scott Walker,Taxpayers Alliance,Todd Berry,WXOW-TV,but not,property tax,recall election"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","'Like every budget passed by the Senate since I have been lieutenant governor, Senate Bill 1 is within the spending limit set by the Texas Constitution.'","State Budget,State Finances,Transportation",State Budget,Mary Nolan,Dan Patrick,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Center for Public Policy Priorities,Dan Patrick,It's like me,PolitiFact,Republican,Texas Constitution,sales tax"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","Since Gov. Nathan Deal office in 2011, the state’s rainy day fund has grown by 643 percent.","State Budget,State Finances,Transportation","State Budget,State Finances,States",Mary Nolan,Nathan Deal,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Alaska,Georgia Budget & Policy Institute,Government Finance Officers Association,Great Recession,Nathan Deal,National Conference of State Legislatures,PolitiFact,Sonny Perdue"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'We ... sold the state airplanes as I had promised.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Rick Scott,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Cessna Citation Bravo,J.D. Alexander,Rick Scott,St. Petersburg Times,Washington, D.C"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'The state budget has increased almost $800 million a year in each of the last two years.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Jeff Amason,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Amason,Cherokee County,Georgia Libertarian Party,Libertarian,Medicaid,Republican,write-in candidate"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","'The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.'","State Budget,State Finances,Transportation","State Budget,State Finances,States",Mary Nolan,Democratic Party of Wisconsin,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Associated Press,Baldauff,Democratic Party of Wisconsin,Great Recession,NASBO,National Association of State Budget Officers,National Conference of State Legislatures,Scott Walker,the speech"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Missouri is actually the only state that has been forced to borrow money from the federal government to pay for unemployment benefits during each of the last five economic downturns.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Allen Andrews,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","1990-91 recession,Great Recession,Minnesota,National Bureau of Economic Research,PolitiFact,Puerto Rico,Shenandoah, Iowa,U.S. Department of Labor,but not,unemployment trust fund"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Matt Lundy,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","John Kasich,LoParo,Matt Lundy,North Central Correctional Institution,Politifact,Republican,Ron Amstutz,argues,income tax,sales tax,tax deduction,youth detention center"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Georgia’s share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,"State Budget,State Finances,Transportation","State Budget,State Finances,Transportation",Mary Nolan,The Associated Press,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Alaska,Associated Press,Federal Highway Trust Fund,Georgia Chamber of Commerce,Georgia Department of Transportation,Highway Trust Fund,National Conference of State Legislatures,PolitiFact,Uncle Sam,diesel fuel,federal fuel tax,gasoline"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",The changes to Georgia’s tax and fee structure 'is an overall tax cut.',"State Budget,State Finances,Transportation","State Budget,State Finances,Taxes",Mary Nolan,Brian Robinson,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Americans for Tax Reform,Atlanta Journal-Constitution,Brian Robinson,Georgia Budget & Policy Institute,Nathan Deal,PolitiFact,Taxpayer Protection Pledge,Washington, D.C,ad valorem tax,married couples,sales tax holiday,the Internet,think tank"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","From 2008 to 2011, 'the pages in the conforming bills have gone from 400 pages to 2,200.'","State Budget,State Finances,Transportation",State Budget,Mary Nolan,Jack Latvala,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Adobe Acrobat,Florida Legislature,Florida Senate,Jack Latvala,Mike Haridopolos,so you"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Rhode Island has the 'worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.',"State Budget,State Finances,Transportation","State Budget,State Finances,Transportation",Mary Nolan,Michael Chippendale,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Alaska,American Association of State Highway and Transportation Officials,Facebook,Federal Highway Administration,Governors Highway Safety Association,Island is,Libertarian,Michael Chippendale,National Highway Traffic Safety Administration,New Hampshire,North Dakota,PIRG,PolitiFact,Reason Foundation,Transportation For America,Twitter,U.S. PIRG,Washington, D.C,public interest research groups"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says the proposed fiscal year 2013 budget 'is still below the level of state spending when I took office.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Chris Christie,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Andrew Pratt,Chris Christie,Jon Corzine,NJ.com,PolitiFact"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Gross income tax receipts are exceeding the Administration’s projections for this fiscal year prior to Sandy.',"State Budget,State Finances,Transportation",State Finances,Mary Nolan,Chris Christie,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Andrew Sidamon-Eristoff,Chris Christie,Hurricane Sandy,Kevin Roberts,Michael Drewniak,NJ.com,Tropical Storm Irene,https"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.,"State Budget,State Finances,Transportation","Education,State Budget,State Finances",Mary Nolan,Mike Collier,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Dallas Morning News,David White,Glenn Hegar,Mike Collier,Montgomery County,Republican,So you,YouTube,cut; you,me.'We"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",The state’s overall revenues only returned this year to 2007 levels.,"State Budget,State Finances,Transportation","Economy,State Budget,State Finances",Mary Nolan,Nathan Deal,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Great Recession,Nathan Deal,National Bureau of Economic Research,Talaber,World War II,to return"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","'Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate' the governor’s mansion.","State Budget,State Finances,Transportation",State Budget,Mary Nolan,Bob Wirch,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Butch' Otter,C.L. 'Butch' Otter,California Governor’s Mansion,Democrat,Idaho,Jim Doyle,Kenosha County,Lake Mendota,National Governors Association,Pleasant Prairie,PolitiFact,Republican,Ronald Reagan,Scott Walker,Wisconsin governor’s mansion,lady Jessica"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says state lawmakers have voted to 'spend virtually all of the Rainy Day Fund four times' since the fund’s creation.,"State Budget,State Finances,Transportation","State Budget,State Finances",Mary Nolan,Rodney Ellis,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Center for Public Policy Priorities,GOP Gov,Rick Perry,Rodney Ellis,Susan Combs,Warren, Ellis,think tank"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","'For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.'","State Budget,State Finances,Transportation",State Budget,Mary Nolan,Casey Cagle,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Atlanta Journal-Constitution,Ben Fry,Bill Heath,Casey Cagle,Georgia House of Representatives,NASCAR,PolitiFact,Republican,to return"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",The budget currently being debated 'significantly decreases the use of one-time resources.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Ron Amstutz,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Armond Budish,Columbus Dispatch,John Kasich,Medicaid,PolitiFact,Republican,Ron Amstutz,Ted Strickland,income tax,interest rate,tax amnesty"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'We maintain this (Missouri highway) system with one of the lowest levels of funding in the country.',"State Budget,State Finances,Transportation","State Budget,Transportation",Mary Nolan,Mike Parson,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Congressional Research Service,Federal Highway Administration,Mike Parson,Missouri,Missouri Department of Transportation,Rhode Island,Texas,Transportation, 'Missouri,U.S. Department of Transportation,Vermont,Wyoming,fuel tax"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Texas would have to increase current state spending by 28 percent just to reach the national average for spending per resident.,"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Scott McCown,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Bill Hobby,Center for Public Policy Priorities,Kaiser Family Foundation,NASBO,National Association of State Budget Officers,Tax Foundation,U.S. Census Bureau"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.',"State Budget,State Finances,Transportation","Education,State Budget,State Finances",Mary Nolan,Kevin Reilly,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","American Association of University Professors,Barron County,Chronicle of Higher Education,John Curtis,Kevin Reilly,Rock County,University of Wisconsin System,University of Wisconsin-Milwaukee,academic freedom,the price"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Georgia is 'one of only about seven states in the country' that has a AAA bond rating.,"State Budget,State Finances,Transportation",State Finances,Mary Nolan,Nathan Deal,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Commission.Members,Delaware,Iowa,Maryland,Missouri,Moody’s,Nathan Deal,North Carolina,Standard & Poor,Standard & Poor’s,Utah,credit rating agencies"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Trenton politicians cut $1.3 billion from education.',"State Budget,State Finances,Transportation","Education,State Budget,State Finances",Mary Nolan,New Jersey Education Association,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Chris Christie,NJ.com,National Bureau of Economic Research"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says Texas law requires state agencies to give preference to goods produced and grown in Texas.,"State Budget,State Finances,Transportation","State Budget,State Finances",Mary Nolan,Rick Perry,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","AFL-CIO,Rick Perry,Yvonne Davis"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",The Milwaukee business community 'did not speak about the facts' -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,"State Budget,State Finances,Transportation","State Budget,Transportation",Mary Nolan,Talgo Inc.,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Amtrak,Jim Doyle,Milwaukee,Scott Walker,Talgo,Tim Sheehy,Tower Automotive,no-bid contract,s train,throw out the baby with the bathwater"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says he would be first CPA to serve as Texas comptroller.,"State Budget,State Finances,Transportation",State Finances,Mary Nolan,Raul Torres,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Austin American-Statesman,Austin school board,Carole Keeton,Dallas County,Eddie Bernice Johnson,Jerry Hill,Keeton,Middle English,Oxford English Dictionary,PolitiFact,Raul Torres,Republic of Texas,Susan Combs,Texas Almanac,Texas State Historical Association,Texas’ comptroller of public accounts,U.S. Department of Veterans’ Affairs,U.S. marshal,U.S. representative,World War I,certified public accountant,district attorney,railroad commissioner,state senator,the New York Times"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Florida ranks last in the ratio of employees to residents... And Florida is dead last in the nation in state employee payroll expenditures per resident.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Alex Sink,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Alex Sink,Florida Department of Management Services,New York Times,s ratio,think Sink"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'We already have $23 billion worth of debt.',"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Rick Scott,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","ABC,Kurt Wenner,Rick Scott,a bad,get-go,tough ones"
