Annotations,Score,CR Author A,CR Author B,Review URL A,Review URL B,Text Fragments A,Text Fragments B,Entities A,Entities B,Keywords A,Keywords B,Citations A,Citations B,URI A,URI B
E*,0.5672792400397246,politifact,politifact,http://www.politifact.com/punditfact/statements/2014/jun/19/jeanine-pirro/foxs-pirro-obama-set-isis-leader-free-2009/,http://www.politifact.com/punditfact/statements/2014/aug/06/james-woods/actor-james-woods-obama-ordered-release-islamic-st/,Fox's Pirro: Obama set ISIS leader free in 2009,Actor James Woods: Obama ordered the release of Islamic State leader,"A man,ABC News,Abu Bakr al Baghdadi,Abu Bakr al-Baghdadi,Baghdad,Barack Obama,Bowe Bergdahl,Camp Bucca,Camp Cropper,Cuba,Daily Beast,Fox News,George W. Bush,Guantanamo Bay,Guantanamo Bay, Cuba,ISIL,ISIS,Iraq,Iraq and Syria,Islamic State of Iraq and Syria,Islamic State of Iraq and the Levant,Jeanine Pirro,Kenneth King,Kuwait,Multi-National Force in Iraq,NBC,Naval War College,Obama administration,Osama Bin Laden,Pentagon,PunditFact,Red State,Robert Chesney,Saddam Hussein,Sunni,Taliban,U.S. Naval War College,U.S.-Iraq Status of Forces Agreement,University of Texas School of Law,a bad,a man,civilian internee,m 99","ABC News,Abu Bakr al-Baghdadi,Barack Obama,Camp Bucca,Daily Beast,Family Guy,George W. Bush,ISIS,Iraq,Iraq and Syria,Islamic State,Islamic State of Iraq and Syria,James Woods,Kenneth King,Kurdish,NBC,Obama administration,Pentagon,PunditFact,Sunni,a bad,but not,civilian internee,m 99,slip through","Iraq,Terrorism","Iraq,Terrorism","http://www.ijreview.com/2014/06/147731-judge-jeanine-2/, http://www.redstate.com/2014/06/12/obamas-terrorist-catch-release-program-success/, http://www.slate.com/blogs/the_world_/2014/06/16/abu_bakr_al_baghdadi_how_did_isis_s_leader_go_from_total_unknown_to_the.html, https://www.nbcnews.com/storyline/iraq-turmoil/secret-life-isis-leader-abu-bakr-al-baghdadi-n132311, http://www.thedailybeast.com/articles/2014/06/14/isis-leader-see-you-in-new-york.html, https://www.rand.org/content/dam/rand/pubs/monographs/2011/RAND_MG934.pdf, https://www.usnwc.edu/getattachment/cd0e16e0-e8ba-41d9-aff0-1f879198aa3d/Detention-Operations-in-Iraq--A-View-from-the-Grou.aspx, http://www.vjil.org/assets/pdfs/vol51/issue3/Chesney.pdf, http://www.state.gov/documents/organization/122074.pdf, https://www.washingtonpost.com/wp-dyn/content/article/2010/07/14/AR2010071401604.html","https://www.washingtonpost.com/world/islamic-state-seize-town-of-sinjar-pushing-out-kurds-and-sending-yazidis-fleeing/2014/08/03/52ab53f1-48de-4ae1-9e1d-e241a15f580e_story.html, https://twitter.com/RealJamesWoods/status/496837224324136961, https://twitter.com/RealJamesWoods/status/497002903102849024, https://www.politifact.com/punditfact/statements/2014/jun/19/jeanine-pirro/foxs-pirro-obama-set-isis-leader-free-2009/, http://www.slate.com/blogs/the_world_/2014/06/16/abu_bakr_al_baghdadi_how_did_isis_s_leader_go_from_total_unknown_to_the.html, https://www.nbcnews.com/storyline/iraq-turmoil/secret-life-isis-leader-abu-bakr-al-baghdadi-n132311, http://www.thedailybeast.com/articles/2014/06/14/isis-leader-see-you-in-new-york.html, http://abcnews.go.com/Blotter/isis-leaders-ominous-york-message-doubt-us-edge/story?id=24166099",http://data.gesis.org/claimskg/creative_work/a8350756-c4f7-54e3-b215-0b0708e5594c,http://data.gesis.org/claimskg/creative_work/c7c81ffd-4499-500b-a303-37f4006ed57a
N,0.5647914304129039,politifact,politifact,http://www.politifact.com/rhode-island/statements/2012/feb/20/john-g-edwards/state-rep-john-edwards-quoting-rhode-island-dot-sa/,http://www.politifact.com/rhode-island/statements/2011/nov/02/lincoln-chafee/gov-lincoln-chafee-says-rhode-island-would-be-firs/,"State Rep. John Edwards, quoting Rhode Island DOT, says 40 percent of Sakonnet Bridge traffic is from outside the state",Gov. Lincoln Chafee says Rhode Island would be first state in U.S. to adopt hybrid retirement plan for public employees,"Aquidneck Island,Connecticut,E-ZPass,Facebook,Helen Glover,Jay' Edwards,John Edwards,Michael Lewis,New Hampshire,New Jersey,PolitiFact,Portsmouth,Rhode Island Department of Transportation,Sakonnet River Bridge,Tiverton,Twitter,WHJJ,factoid,out-of-state plates","Dave Nelsen,Facebook,Georgia,Gina Raimondo,Indiana,Lincoln Chafee,Michigan,Ohio,Oregon,PolitiFact,Twitter,Utah,Wall Street Journal,money market,retirement plan,somebody told me,to show","State Budget,Transportation","Pensions,Public Service,Retirement,Workers","http://www.920whjj.com/cc-common/podcast/single_page.html?more_page=3&podcast=helenglover&selected_podcast=rep_edwards_2_7_1328623513_11757.mp3, https://www.scribd.com/PolitiFactRI/d/81857686-Sakonnet-Study, https://www.politifact.com/rhode-island/about/, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358","http://www.nasra.org/, http://www.nasra.org/resources/hybrid%20grid.pdf, https://www.politifact.com/rhode-island/about/, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358",http://data.gesis.org/claimskg/creative_work/4a8ad7ee-eb88-5d14-9829-71f72f6e3055,http://data.gesis.org/claimskg/creative_work/2c6a21cd-40f0-5765-b6a1-008ef5681bab
N,0.5642780530311262,politifact,politifact,http://www.politifact.com/florida/statements/2013/may/06/allison-tant/democratic-party-chair-allison-tant-attacks-gov-ri/,http://www.politifact.com/florida/statements/2014/jan/29/rick-scott/rick-scott-says-his-k-12-education-budget-proposal/,Democratic Party chair Allison Tant attacks Gov. Rick Scott on teacher pay raises,Rick Scott says his K-12 education budget proposal is highest in Florida's history,"Florida Democratic Party,Florida Legislature,Rick Scott,TBD","Bureau of Labor Statistics,Charlie Crist,Consumer Price Index,Democrat,Republican,Rick Scott,property tax","Education,State Budget",Education,"http://www.floridavoices.com/myturn/gov-scotts-unwillingness-stand-legislative-priorities, https://www.politifact.com/florida/statements/2013/may/01/rick-scott/rick-scott-says-every-florida-teacher-gets-pay-rai/, https://www.politifact.com/florida/statements/2013/may/01/rick-scott/rick-scott-says-every-florida-teacher-gets-pay-rai/, https://www.politifact.com/florida/statements/2013/jan/29/michelle-rehwinkel-vasilinda/state-workers-have-gone-six-years-without-raises-s/","https://www.politifact.com/florida/statements/2013/nov/11/charlie-crist/charlie-crist-says-rick-scott-cut-k-12-13-billion-/, https://www.politifact.com/florida/statements/2013/may/01/rick-scott/rick-scott-says-every-florida-teacher-gets-pay-rai/, http://www.fldoe.org/news/2014/2014_01_27.asp, https://www.politifact.com/florida/statements/2013/feb/06/rick-scott/rick-scott-says-his-budget-proposal-has-highest-st/, https://www.politifact.com/florida/statements/2013/mar/05/rick-scott/rick-scott-touts-his-education-plan-third-state-st/, http://www.fldoe.org/fefp/pdf/fefpdist.pdf, http://miamiherald.typepad.com/nakedpolitics/2014/01/scott-proposes-542-million-increase-to-education-spending.html, https://docs.google.com/file/d/1r6kzU6bTZMP4djy3pmBslCKebVDaZetswhaMDjV5X_gMbpn1BoluVa7mQHyD/edit, http://www.bls.gov/data/inflation_calculator.htm, http://www.bls.gov/data/inflation_calculator.htm",http://data.gesis.org/claimskg/creative_work/f7ae402a-e147-56d0-93f7-93b2caf74456,http://data.gesis.org/claimskg/creative_work/5baa491e-f106-5631-89fa-acf412824545
N,0.5635004085849307,politifact,politifact,http://www.politifact.com/wisconsin/statements/2015/feb/06/scott-walker/despite-deliberate-actions-scott-walker-calls-chan/,http://www.politifact.com/wisconsin/statements/2015/mar/27/state-democratic-party-wisconsin/has-scott-walker-been-rated-most-factually-challen/,"Despite deliberate actions, Scott Walker calls change to university mission a ''drafting error''",Has PolitiFact rated Scott Walker the nation's ''most factually-challenged'' politician?,"Center for Media and Democracy,Milwaukee Journal Sentinel,Scott Walker,Twitter,U.S. News & World Report,University of Wisconsin System,University of Wisconsin-Madison,Wisconsin Idea,Yingling","Barack Obama,Democratic Party,Hillary Clinton,Marco Rubio,Milwaukee Journal Sentinel,PolitiFact,Republican,Scott Walker,White House,that that","Education,Government Efficiency,Public Service,State Budget","Candidate Biography,Job Accomplishments,Polls and Public Opinion","https://www.usnews.com/news/blogs/run-2016/2015/02/03/scott-walkers-great-expectations, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, http://wisconsinidea.wisc.edu/, https://www.britannica.com/EBchecked/topic/645889/Wisconsin-Idea, http://legis.wisconsin.gov/lrb/pubs/feature/wisidea.pdf, http://legis.wisconsin.gov/lrb/gw/gw_15.pdf, http://www.ls.wisc.edu/documents/wi-idea-history-intro-summary-essay.pdf, https://www.wisconsin.edu/about-the-uw-system/, https://www.thenation.com/blog/197121/scott-walker-objects-search-truth, http://www.jsonline.com/blogs/news/290830571.html, https://twitter.com/GovWalker/status/563109626552414208, http://www.jsonline.com/news/statepolitics/290722721.html, http://www.prwatch.org/news/2015/02/12724/walker-strikes-truth-wisconsin-idea-university-budget, http://docs.legis.wisconsin.gov/2015/related/proposals/sb21.pdf, http://www.jsonline.com/news/statepolitics/documents-show-walker-administration-seeking-removal-of-uws-wisconsin-idea-b99439710z1-290927651.html, http://walker.wi.gov/newsroom/press-release/governor-scott-walker-releases-statement-proposed-university-wisconsin-system, http://www.jsonline.com/news/politifact-debunking-scott-walkers-wisconsin-idea-drafting-error-claim-b99440321z1-291066791.html, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html","http://wisdems.org/news/blog/view/2015-03-more-bad-news-for-working-families-in-scott-walkers, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, http://wisdems.org/news/press/view/2014-10-fact-check-scott-walkers-trouble-with-the-truth-2, https://www.politifact.com/georgia/article/2014/jan/29/top-10-fact-checked-people-truth-o-meter/, https://www.politifact.com/personalities/scott-walker/, https://www.politifact.com/personalities/state-democratic-party-wisconsin/, https://www.politifact.com/truth-o-meter/article/2015/mar/24/scorecards-so-far/, http://www.jsonline.com/news/politifact-testing-claim-from-state-democrats-on-scott-walker-and-the-truth-b99469695z1-297724501.html, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html",http://data.gesis.org/claimskg/creative_work/35fd4026-1400-5d7d-904b-0367def59097,http://data.gesis.org/claimskg/creative_work/417946ba-65a7-5c0a-8947-7b3b2e7a889d
N,0.5632803089890948,politifact,politifact,http://www.politifact.com/wisconsin/statements/2012/jan/12/scott-walker/wisconsin-gov-scott-walker-says-states-jobs-data-u/,http://www.politifact.com/wisconsin/statements/2014/oct/08/mary-burke/mary-burke-says-job-growth-has-gotten-worse-every-/,Wisconsin Gov. Scott Walker says the state's jobs data is unreliable,Mary Burke says job growth has gotten worse every year of Scott Walker’s term,"Bureau of Labor Statistics,Manny Perez,Rebecca Kleefisch,Scott Walker,line?Walker","Brett Hulsey,Bureau of Labor Statistics,Postcrescent,Scott Walker,Wisconsin Public Radio,a word",Jobs,Jobs,"http://dwd.wisconsin.gov/dwd/newsreleases/2011/unemployment/111215_november_state.pdf, https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/526/create-250000-new-jobs/, https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/526/create-250000-new-jobs/, http://wispolitics.com/index.iml, http://www.jsonline.com/business/125961833.html, http://wispolitics.com/index.iml?Article=242759, http://wispolitics.com/1006/111215_november_state.pdf, https://www.politifact.com/wisconsin/statements/2012/jan/04/rebecca-kleefisch/preliminary-vs-revised-job-change-estimates-wiscon/","http://www.wpr.org/listen/651181, http://www.postcrescent.com/story/news/politics/elections/2014/10/03/election-2014-democratic-challenger-mary-burke/16657281/, https://www.politifact.com/wisconsin/statements/2014/jan/31/brett-hulsey/rep-brett-hulsey-says-wisconsin-has-created-fewer-/, https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/526/create-250000-new-jobs/, http://www.bls.gov/cew/data.htm, http://www.bls.gov/ces/data.htm, http://media.jrn.com/images/PFACT19G4.jpg, http://media.jrn.com/images/PFACT19G4.jpg, https://www.politifact.com/wisconsin/article/2014/aug/29/factchecking-jobs-claims-try-home/",http://data.gesis.org/claimskg/creative_work/ba5022a8-6378-573f-ab46-94ba48c3ad5b,http://data.gesis.org/claimskg/creative_work/03900d8e-d18d-5211-a306-b830a2edfc5a
N,0.5630201329477305,politifact,politifact,http://www.politifact.com/wisconsin/statements/2015/feb/04/scott-walker/did-scott-walker-flip-flop-pathway-citizenship/,http://www.politifact.com/wisconsin/statements/2014/dec/18/scott-walker/scott-walker-says-hes-got-himself-thank-his-tax-bi/,Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,Scott Walker says he's got himself to thank for his tax bill going down,"ABC,ABC News,Barack Obama,Daily Herald,Federation for American Immigration Reform,MSNBC,Martha Raddatz,Media Matters for America,Milwaukee Journal Sentinel,Morning Joe,Politico,Scott Walker,Tom Evenson,Tramonte,Washington, D.C,way: 'I am","Milwaukee Area Technical College,Milwaukee Journal Sentinel,Scott Walker,Twitter,Wauwatosa School District,level.A,property tax,to return",Immigration,Taxes,"https://www.politifact.com/wisconsin/statements/2015/mar/06/scott-walker/scott-walker-disavows-support-path-citizenship/, https://www.politifact.com/wisconsin/statements/2015/mar/06/scott-walker/scott-walker-disavows-support-path-citizenship/, http://mediamatters.org/, http://mediamatters.org/blog/2015/02/01/the-scott-walker-immigration-shift-abc-news-ign/202370, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, https://www.politifact.com/wisconsin/article/2013/aug/04/words-audience-matter-politically-sensitive-immigr/, http://abcnews.go.com/Politics/week-transcript-gov-scott-walker/story?id=28605893&singlePage=true, http://www.politico.com/story/2013/02/scott-walker-supports-path-to-citizenship-87960.html, https://www.washingtonpost.com/blogs/post-politics/wp/2013/07/03/scott-walker-backs-path-to-citizenship-increased-immigration/, https://www.youtube.com/watch?v=-mJB8WTGows, http://www.jsonline.com/news/statepolitics/wisconsin-among-17-states-suing-over-obama-immigration-order-b99402466z1-284654021.html, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html","https://www.politifact.com/wisconsin/statements/2014/jan/23/scott-walker/scott-walker-says-typical-property-tax-bill-year-w/, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html",http://data.gesis.org/claimskg/creative_work/b0b81f04-128f-501c-96c1-f5d32808dc96,http://data.gesis.org/claimskg/creative_work/f3f22dc9-e5f0-5681-a81c-f85224c3dc36
N,0.5630013952917432,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2010/may/14/ed-schultz/schultz-claims-landrieu-got-18-million-bp-pac-and-/,http://www.politifact.com/ohio/statements/2010/aug/06/lee-fisher/lee-fisher-accuses-rob-portman-taking-big-contribu/,Schultz claims that Landrieu got $1.8 million in BP PAC and employee contributions,Lee Fisher accuses Rob Portman of taking big contributions from ‘Big Oil’,"BP,CNN,Ed Schultz,Ed Show,Gulf of Mexico,Louisiana,MSNBC,Mary Landrieu,OpenSecrets,OpenSecrets.org,political action committee,so you","American Electric Power,BP spill,Center for Responsive Politics,Federal Election Commission,FirstEnergy Corp,Gulf of Mexico,Halliburton,Koch Industries,Lee Fisher,Rob Portman,Ron Ponder,U.S. Senate,natural gas,opensecrets.org","Campaign Finance,Energy,Oil Spill,Pundits",Elections,https://www.opensecrets.org/,"https://www.opensecrets.org/, http://www.cleveland.com/open/index.ssf/2010/08/lee_fisher_accuses_rob_portman.html",http://data.gesis.org/claimskg/creative_work/4cb8d325-1979-511b-8705-3a0571a37378,http://data.gesis.org/claimskg/creative_work/e6edc110-c1ea-5e1b-9676-92adbaaed7af
N,0.5629992142602998,politifact,politifact,http://www.politifact.com/rhode-island/statements/2012/jul/02/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-no-one-should-eat-m/,http://www.politifact.com/rhode-island/statements/2012/aug/26/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-proposal-would-keep/,U.S. Sen. Sheldon Whitehouse says no one should eat more than one serving of freshwater fish per month caught in Rhode Island because of mercury pollution,"U.S. Sen. Sheldon Whitehouse says proposal would keep Social Security, solvent through 2033, alive for 75 additional years","Coventry,Facebook,Hopkinton,Island is,Island, you,Norman Rockwell,PolitiFact,Saturday Evening Post,Sheldon Whitehouse,South Kingstown,Twitter,Watchaug Pond,air pollution,black crappie,chain pickerel,eel,fish are safe,fish meal,mercury,smallmouth bass,t force,what Health,what the Health","Facebook,Medicare,Office of the Chief Actuary,PolitiFact,Sheldon Whitehouse,Social Security Administration,Social Security trust fund,Twitter,U.S. Treasury bonds,but not,flat income tax","Animals,Environment,Food Safety,Government regulation,Public Health","Federal Budget,Poverty,Social Security,Taxes,Wealth","https://www.youtube.com/watch?v=nEOvJIEPE_w, http://www.artbrokerage.com/artist/Norman-Rockwell/Catching-the-Big-One-8675, http://www.health.ri.gov/data/mercuryinfish/index.php, https://www.youtube.com/watch?v=oOVvXuQWCTE&list=UUnG0N70SNBkNqvIMLodPTIA&index=1&feature=plcp, http://www.uri.edu/ce/wq/ww/MonSites-Rivers.htm, http://www.uri.edu/ce/wq/ww/MonSites-Lakes.htm, http://www.health.ri.gov/healthrisks/poisoning/mercury/about/fish/, https://www.politifact.com/rhode-island/about/, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358","https://www.ssa.gov/OACT/TRSUM/tr11summary.pdf, https://www.ssa.gov/OACT/TRSUM/tr12summary.pdf, https://www.ssa.gov/oact/solvency/BSanders_20110907.pdf, http://www.whitehouse.senate.gov/news/release/whitehouse-meets-with-east-providence-seniors, https://www.politifact.com/rhode-island/about/, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358",http://data.gesis.org/claimskg/creative_work/0dfe2d5a-41da-5a27-8ca0-af2c708624c6,http://data.gesis.org/claimskg/creative_work/7feac9a1-4a0d-5ca1-90d2-fcd72debe8a9
E,0.5624219470311321,politifact,politifact,http://www.politifact.com/florida/statements/2011/sep/02/blog-posting/us-reps-corrine-brown-alcee-hastings-and-frederica/,http://www.politifact.com/texas/statements/2011/sep/05/blog-posting/bloggers-say-two-texas-democrats-among-socialists-/,"Bloggers say U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are openly serving as Socialists",Bloggers say two Texas Democrats among Socialists in U.S. House,"111th Congress,112th Congress,Alcee Hastings,Andre Carson,Bernie Sanders,Congressional Progressive Caucus,Corrine Brown,David Bonior,Democrat,Democratic Socialists of America,Florida Democratic Party,Frederica Wilson,Henry Lamb,John Conyers,Maxine Waters,Oregonian,PolitiFact,Red Scare,Ron Dellums,Socialist Party of America,U.S. Congress,blogosphere,but not,civil rights,democratic socialist,is alive,magic number,right answer,to show","111th Congress,112th Congress,Alan Grayson,Bernie Sanders,Congressional Progressive Caucus,Democratic Socialists of America,Eddie Bernice Johnson,Hawaii,John Hall,Neil Abercrombie,Phil Hare,PolitiFact,Robert Wexler,Ron Dellums,Sheila Jackson Lee,Texas,U.S. Congress,civil rights,magic number,right answer",Patriotism,Candidate Biography,"http://sovereigncitizens.org/2011/08/why-do-americans-keep-electing-these-socialist-politicians-to-congress/, http://conservativebyte.com/2011/08/socialist-party-of-america-releases-the-names-of-70-democrat-members-of-congress-who-are-members-of-their-caucus/, http://sovereigncitizens.org/2011/08/why-do-americans-keep-electing-these-socialist-politicians-to-congress/, http://www.thewallstreetshuffle.com/70/, https://www.politifact.com/oregon/statements/2011/aug/29/blog-posting/bloggers-claim-peter-defazio-and-earl-blumenauer-a/, http://keywiki.org/index.php/Congressional_Progressive_Caucus, http://sovereignty.net/center/socialists.htm, http://www.dsausa.org/dsa.html, https://www.politifact.com/georgia/statements/2011/sep/02/sovereign-citizens-united/did-group-get-it-right-calling-caucus-socialists/, http://www.politico.com/news/stories/0811/62396.html","http://sovereigncitizens.org/2011/08/why-do-americans-keep-electing-these-socialist-politicians-to-congress/, http://conservativebyte.com/2011/08/socialist-party-of-america-releases-the-names-of-70-democrat-members-of-congress-who-are-members-of-their-caucus/, http://www.thewallstreetshuffle.com/70/, http://www.scribd.com/doc/35733956/DSA-Members-American-Socialist-Voter-Democratic-Socialists-of-America-10-1-09, http://cpc.grijalva.house.gov/index.cfm?sectionid=74&sectiontree=2",http://data.gesis.org/claimskg/creative_work/95a15f17-00c1-5313-a2aa-4186141b1d5c,http://data.gesis.org/claimskg/creative_work/d6c636ca-11b4-5bbb-931e-045503330660
ST,0.5623837247868846,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2016/oct/27/hillary-clinton/clinton-undocumented-workers-pay-more-trump-federa/,http://www.politifact.com/truth-o-meter/statements/2016/sep/27/hillary-clinton/debate-hillary-clinton-tax-claim-ignores-years-whe/,Clinton: Undocumented workers pay more than Trump in federal income taxes,"At debate, Hillary Clinton tax claim ignores years when Donald Trump reportedly paid federal taxes","Donald Trump,Hillary Clinton,Individual Taxpayer Identification Number,Social Security Administration,Tax Policy Center,Urban-Brookings Tax Policy Center,Wasem,income tax,it, it,the New York Times,undocumented worker,undocumented workers","Donald Trump,Hillary Clinton,https","Candidate Biography,Immigration,Taxes","Candidate Biography,History,Income,Negative Campaigning,Taxes,Wealth","http://www.taxpolicycenter.org/taxvox/closer-look-those-who-pay-no-income-or-payroll-taxes, https://www.ssa.gov/oact/NOTES/pdf_notes/note151.pdf, http://www.gao.gov/assets/680/677548.pdf, https://www.irs.gov/pub/irs-utl/20-Immigration%20and%20Taxation.pdf, https://www.politifact.com/truth-o-meter/article/2016/oct/03/donald-trump-tax-returns-factsheet/, https://www.nytimes.com/2016/09/28/us/politics/donald-trump-taxes.html, https://www.nytimes.com/2016/10/02/us/politics/donald-trump-taxes.html?_r=0, https://www.scribd.com/doc/301761265/Report-on-Donald-Trump-to-Casino-Control-Commission","https://www.politifact.com/truth-o-meter/statements/2016/may/24/hillary-clinton/hillary-clinton-claim-about-donald-trump-paying-no/, https://www.scribd.com/doc/301761265/Report-on-Donald-Trump-to-Casino-Control-Commission, https://www.sharethefacts.co/share/6adfa4d3-c309-41e1-940d-dd06448c5548",http://data.gesis.org/claimskg/creative_work/a2d9d604-8c5e-5dd3-8862-e172d90b1223,http://data.gesis.org/claimskg/creative_work/01da42c9-40c7-55cb-a440-f6db76ab30d0
N,0.5622131341044996,politifact,politifact,http://www.politifact.com/florida/statements/2010/oct/12/florida-democratic-party/rick-scott-dodges-answers-invoking-fifth-amendment/,http://www.politifact.com/florida/statements/2010/oct/12/florida-democratic-party/does-rick-scott-invoking-fifth-amendment-imply-gui/,"Rick Scott dodges answers by invoking Fifth Amendment, Democrats claim in ad",Does Rick Scott invoking the Fifth Amendment imply guilt?,"Alex Sink,Brian Williams,Bruce Jacob,Columbia/HCA,Democrat,El Paso, Texas,Fifth Amendment,Fifth Amendment to the U.S. Constitution,Florida,Medicaid,Medicare,Medicare and Medicaid fraud,Michael McAuliffe,NBC,Nancy Dowd,North Carolina,Oklahoma,Palm Beach County,Republican,Rick Scott,Tennessee,U.S. Constitution,Univision,Utah,felonies,golden parachute,whistleblower","Alex Sink,Brooklyn College,Bruce Jacob,Columbia/HCA,Democrat,El Paso, Texas,Fifth Amendment,Fifth Amendment to the U.S. Constitution,Florida,George R. Dekle, Sr,Joseph McCarthy,Medicaid,Medicare,Medicare and Medicaid fraud,Michael McAuliffe,North Carolina,Oklahoma,Palm Beach County,Republican,Rick Scott,Tennessee,U.S. Constitution,U.S. Supreme Court,University of Florida,Utah,conclusive presumption,felonies,it. It,perjury","Health Care,Legal Issues,Message Machine 2010","Health Care,Legal Issues,Message Machine 2010","https://www.youtube.com/watch?v=EYgTjVULTbk&feature=player_embedded, http://politifact.com/florida/statements/2010/oct/12/florida-democratic-party/does-rick-scott-invoking-fifth-amendment-imply-gui/, http://blogs.tampabay.com/files/depo-of-r-scott.pdf, http://www.miamiherald.com/2010/10/08/1864579/scott-sink-go-1-on-1-in-first.html","https://www.youtube.com/watch?v=EYgTjVULTbk&feature=player_embedded, http://politifact.com/florida/statements/2010/oct/12/florida-democratic-party/rick-scott-dodges-answers-invoking-fifth-amendment/",http://data.gesis.org/claimskg/creative_work/793f6648-8e9f-5708-b436-c4b1c5f063b4,http://data.gesis.org/claimskg/creative_work/86826e34-53d0-550c-913a-883589daaf30
N,0.5618466587252231,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2008/jul/22/barack-obama/obama-proposed-more-troops-in-07/,http://www.politifact.com/truth-o-meter/statements/2008/feb/21/john-mccain/a-distortion-of-what-obama-said/,Obama proposed more troops in '07,A distortion of what Obama said,"Afghanistan,Barack Obama,Iraq,NATO,Pakistan,Taliban,The speech,Washington, D.C,Woodrow Wilson International Center for Scholars,counterterrorism","Afghanistan,Barack Obama,Columbus, Ohio,John McCain,Pakistan,Taliban,Woodrow Wilson International Center for Scholars,al Qaeda,security interest,what you're",Military,Foreign Policy,"https://www.politifact.com/truth-o-meter/statements/367/, https://www.politifact.com/truth-o-meter/statements/350/, https://www.politifact.com/truth-o-meter/statements/375/","https://www.washingtonpost.com/wp-dyn/content/article/2008/02/18/AR2008021802500_pf.html, https://www.politifact.com/truth-o-meter/statements/350/",http://data.gesis.org/claimskg/creative_work/92da9b95-41d9-5e8e-9211-738d6f1c5784,http://data.gesis.org/claimskg/creative_work/323e1dd1-5aaf-5afc-be09-daace7bc2229
N,0.5617815308077484,politifact,politifact,http://www.politifact.com/rhode-island/statements/2012/sep/17/bernard-jackvony/republican-bernard-jackvony-says-democrat-david-ci/,http://www.politifact.com/rhode-island/statements/2012/aug/15/david-cicilline/says-brendan-doherty-wants-raise-social-security-e/,Republican Bernard Jackvony says Democrat David Cicilline is the fifth most liberal Representative in Congress,U.S. Rep. David Cicilline says Republican Brendan Doherty wants to raise Social Security eligibility age without regard for workers in physically demanding jobs,"Bernard Jackvony,Club for Growth,David Cicilline,Facebook,Heritage Action,Heritage Action for America,Heritage Foundation,House Democratic caucus,Jackvony,James Langevin,National Journal,National Review,OpenCongress,OpenCongress.org,PBS,PolitiFact,Punch list,Rep. James Langevin,Republican,Republican Party,Rhode Island PBS,Twitter,Washington Post,factoid,liberal","Alan Simpson,Bill Clinton,Brendan Doherty,David Cicilline,Democrat,Erskine Bowles,Facebook,National Commission on Fiscal Responsibility and Reform,PolitiFact,President Obama,Republican,Rhode Island State Police,Simpson-Bowles commission,Social Security trust fund,Twitter,White House chief of staff,Wyoming","Candidate Biography,Job Accomplishments","Federal Budget,Health Care,Medicare,Social Security","http://heritageaction.com/about-heritage-action/, http://heritageactionscorecard.com/scorecard/index.html#all, http://www.clubforgrowth.org/projects/scorecard/?year=2011&chamber=2&state=Any&party=Any&memberName=, http://www.progressivepunch.org/members.htm?members=RI1&member=RI1&search=selectScore&chamber=House&zip=, https://www.politifact.com/rhode-island/about/, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358","http://www.fiscalcommission.gov/sites/fiscalcommission.gov/files/documents/TheMomentofTruth12_1_2010.pdf, http://blogs.wpri.com/2012/08/08/cicilline-flier-may-mislead-elderly-on-doherty-social-security/#more-63793, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358",http://data.gesis.org/claimskg/creative_work/301ee6ee-2baa-5130-97b6-1a772af2d9a1,http://data.gesis.org/claimskg/creative_work/5aedfc3c-75fb-587e-a5d8-f43b3c819e72
